Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
AC-P06-Tumor-SM-63B4T	20	464603	62203740	8170	0.000000
AC-P06-Tumor-SM-63B4T	21	15481403	47681327	2942	0.000000
AC-P06-Tumor-SM-63B4T	22	17443621	51237572	4971	0.000000
AC-P07-Tumor-SM-63B4V	1	30503	3643790	163	0.000000
AC-P07-Tumor-SM-63B4V	1	3644783	11346190	1401	-0.542932
AC-P07-Tumor-SM-63B4V	1	11562147	40240712	6264	0.000000
AC-P07-Tumor-SM-63B4V	1	40307587	40367108	23	0.574322
AC-P07-Tumor-SM-63B4V	1	40422895	247769819	23949	0.000000
AC-P07-Tumor-SM-63B4V	2	669578	177202394	15556	0.000000
AC-P07-Tumor-SM-63B4V	2	177465780	178097313	22	0.396659
AC-P07-Tumor-SM-63B4V	2	178098069	242447452	8379	0.000000
AC-P07-Tumor-SM-63B4V	3	2861267	160254630	16691	0.000000
AC-P07-Tumor-SM-63B4V	3	160395715	172055193	547	4.459093
AC-P07-Tumor-SM-63B4V	3	172059023	172643284	92	4.999190
AC-P07-Tumor-SM-63B4V	3	172674616	182947571	519	4.459093
AC-P07-Tumor-SM-63B4V	3	182988725	183107569	22	4.943352
AC-P07-Tumor-SM-63B4V	3	183897955	185363413	573	4.459093
AC-P07-Tumor-SM-63B4V	3	185364928	185639916	43	5.179830
AC-P07-Tumor-SM-63B4V	3	185641774	185783863	17	4.459093
AC-P07-Tumor-SM-63B4V	3	185797895	185882809	17	5.518631
AC-P07-Tumor-SM-63B4V	3	185906170	186333586	77	4.459093
AC-P07-Tumor-SM-63B4V	3	186335141	186370422	21	5.085055
AC-P07-Tumor-SM-63B4V	3	186384005	188956700	137	4.459093
AC-P07-Tumor-SM-63B4V	3	189028330	189681889	29	5.603187
AC-P07-Tumor-SM-63B4V	3	189689798	197508782	602	4.459093
AC-P07-Tumor-SM-63B4V	4	1066802	68704049	4361	0.000000
AC-P07-Tumor-SM-63B4V	4	68719906	68797780	18	0.379506
AC-P07-Tumor-SM-63B4V	4	68810357	187630981	7885	0.000000
AC-P07-Tumor-SM-63B4V	5	914578	176794037	13405	0.000000
AC-P07-Tumor-SM-63B4V	5	176795269	176815375	28	0.343256
AC-P07-Tumor-SM-63B4V	5	176820766	177036698	216	0.000000
AC-P07-Tumor-SM-63B4V	5	177419708	177469228	16	0.357789
AC-P07-Tumor-SM-63B4V	5	177473946	180795228	578	0.000000
AC-P07-Tumor-SM-63B4V	6	1312938	43106722	5147	0.000000
AC-P07-Tumor-SM-63B4V	6	43107011	43114438	17	0.348522
AC-P07-Tumor-SM-63B4V	6	43126708	56494243	1859	0.000000
AC-P07-Tumor-SM-63B4V	6	56495183	56846730	45	0.320170
AC-P07-Tumor-SM-63B4V	6	56857355	170892837	8430	0.000000
AC-P07-Tumor-SM-63B4V	7	716864	4800921	564	0.000000
AC-P07-Tumor-SM-63B4V	7	4820943	6370787	339	-0.501418
AC-P07-Tumor-SM-63B4V	7	6426916	74169871	4567	0.000000
AC-P07-Tumor-SM-63B4V	7	74171195	74193770	12	0.476711
AC-P07-Tumor-SM-63B4V	7	74197406	74299941	35	0.000000
AC-P07-Tumor-SM-63B4V	7	74300329	74313953	17	-0.364318
AC-P07-Tumor-SM-63B4V	7	74321781	158380363	8912	0.000000
AC-P07-Tumor-SM-63B4V	8	618596	118159394	8435	0.000000
AC-P07-Tumor-SM-63B4V	8	118165331	118184922	11	0.673197
AC-P07-Tumor-SM-63B4V	8	118541050	144733655	1940	0.000000
AC-P07-Tumor-SM-63B4V	8	144873331	144996565	119	0.397327
AC-P07-Tumor-SM-63B4V	8	145000054	145235426	243	0.000000
AC-P07-Tumor-SM-63B4V	9	841837	135866439	11433	0.000000
AC-P07-Tumor-SM-63B4V	9	135917695	135932297	13	0.569866
AC-P07-Tumor-SM-63B4V	9	135933369	140938352	1992	0.000000
AC-P07-Tumor-SM-63B4V	10	415432	98794301	8023	0.000000
AC-P07-Tumor-SM-63B4V	10	98799879	98824635	31	0.515593
AC-P07-Tumor-SM-63B4V	10	98917648	122668227	3741	0.000000
AC-P07-Tumor-SM-63B4V	10	123239537	123353333	42	0.359255
AC-P07-Tumor-SM-63B4V	10	123503375	135216279	1295	0.000000
AC-P07-Tumor-SM-63B4V	11	193913	7674451	1963	0.000000
AC-P07-Tumor-SM-63B4V	11	7687783	7694058	13	0.473066
AC-P07-Tumor-SM-63B4V	11	7712631	62607042	6237	0.000000
AC-P07-Tumor-SM-63B4V	11	62620507	62623855	17	0.333536
AC-P07-Tumor-SM-63B4V	11	62648921	66102724	1242	0.000000
AC-P07-Tumor-SM-63B4V	11	66102971	66105362	13	0.723572
AC-P07-Tumor-SM-63B4V	11	66106258	134134856	8430	0.000000
AC-P07-Tumor-SM-63B4V	12	922806	2711126	225	0.000000
AC-P07-Tumor-SM-63B4V	12	2714952	2757673	17	-0.417726
AC-P07-Tumor-SM-63B4V	12	2760934	52909026	6529	0.000000
AC-P07-Tumor-SM-63B4V	12	52910643	52938529	14	0.518631
AC-P07-Tumor-SM-63B4V	12	52940292	54674608	650	0.000000
AC-P07-Tumor-SM-63B4V	12	54675288	54678099	11	0.576752
AC-P07-Tumor-SM-63B4V	12	54687167	57563092	1398	0.000000
AC-P07-Tumor-SM-63B4V	12	57567135	57574592	24	0.344269
AC-P07-Tumor-SM-63B4V	12	57575076	59276816	729	0.000000
AC-P07-Tumor-SM-63B4V	12	59277375	59284580	12	0.495140
AC-P07-Tumor-SM-63B4V	12	59307839	133779461	8688	0.000000
AC-P07-Tumor-SM-63B4V	13	19748301	32711111	1134	0.000000
AC-P07-Tumor-SM-63B4V	13	32722086	78493750	2661	-0.513973
AC-P07-Tumor-SM-63B4V	13	79176688	114897966	1904	0.000000
AC-P07-Tumor-SM-63B4V	14	20502919	36987227	2504	0.000000
AC-P07-Tumor-SM-63B4V	14	37132730	37154132	11	0.566829
AC-P07-Tumor-SM-63B4V	14	37180689	60977972	2008	0.000000
AC-P07-Tumor-SM-63B4V	14	61113297	61201671	11	0.490684
AC-P07-Tumor-SM-63B4V	14	61263089	105996133	6021	0.000000
AC-P07-Tumor-SM-63B4V	15	23810928	102500799	11385	0.000000
AC-P07-Tumor-SM-63B4V	16	667206	3533597	1753	0.000000
AC-P07-Tumor-SM-63B4V	16	3544877	3582843	21	0.675375
AC-P07-Tumor-SM-63B4V	16	3586273	89383429	9097	0.000000
AC-P07-Tumor-SM-63B4V	17	982568	39768942	9486	0.000000
AC-P07-Tumor-SM-63B4V	17	39775942	39780763	12	0.581612
AC-P07-Tumor-SM-63B4V	17	39846195	81052322	9653	0.000000
AC-P07-Tumor-SM-63B4V	18	331666	19239306	1030	0.000000
AC-P07-Tumor-SM-63B4V	18	19263928	19997774	65	1.001013
AC-P07-Tumor-SM-63B4V	18	20516925	21061245	107	0.000000
AC-P07-Tumor-SM-63B4V	18	21084413	21723225	274	1.167072
AC-P07-Tumor-SM-63B4V	18	21736949	28577016	224	0.000000
AC-P07-Tumor-SM-63B4V	18	28581707	28654875	36	0.407047
AC-P07-Tumor-SM-63B4V	18	28659957	53254349	1595	0.000000
AC-P07-Tumor-SM-63B4V	18	54278330	55315946	131	-0.589307
AC-P07-Tumor-SM-63B4V	18	55317731	59221930	253	1.196031
AC-P07-Tumor-SM-63B4V	18	60227877	67993514	395	0.644390
AC-P07-Tumor-SM-63B4V	18	71442075	77108198	243	-0.573714
AC-P07-Tumor-SM-63B4V	19	72110	8181685	3658	0.000000
AC-P07-Tumor-SM-63B4V	19	8182177	8320765	61	0.345484
AC-P07-Tumor-SM-63B4V	19	8321596	58869003	14465	0.000000
AC-P07-Tumor-SM-63B4V	20	464603	62203740	8170	0.000000
AC-P07-Tumor-SM-63B4V	21	15481403	46275173	2627	0.000000
AC-P07-Tumor-SM-63B4V	21	46276281	46380085	45	-0.484407
AC-P07-Tumor-SM-63B4V	21	46591601	47681327	270	0.000000
AC-P07-Tumor-SM-63B4V	22	17443621	51237572	4971	0.000000
AC-P08-Tumor-SM-63B4X	1	30503	21805895	3436	0.000000
AC-P08-Tumor-SM-63B4X	1	21806718	22005934	87	0.338553
AC-P08-Tumor-SM-63B4X	1	22016594	247769819	28277	0.000000
AC-P08-Tumor-SM-63B4X	2	669578	242447452	23957	0.000000
AC-P08-Tumor-SM-63B4X	3	2861267	47453913	4967	0.000000
AC-P08-Tumor-SM-63B4X	3	47454119	47465537	30	-0.319722
AC-P08-Tumor-SM-63B4X	3	47468754	126452067	8275	0.000000
AC-P08-Tumor-SM-63B4X	3	126571575	126746931	48	0.329237
AC-P08-Tumor-SM-63B4X	3	126748381	197508782	6067	0.000000
AC-P08-Tumor-SM-63B4X	4	1066802	187630981	12264	0.000000
AC-P08-Tumor-SM-63B4X	5	914578	35807357	1557	0.000000
AC-P08-Tumor-SM-63B4X	5	35857163	35904750	17	0.520515
AC-P08-Tumor-SM-63B4X	5	35910179	78373437	3381	0.000000
AC-P08-Tumor-SM-63B4X	5	78375285	78384399	11	1.031120
AC-P08-Tumor-SM-63B4X	5	78411724	180795228	9277	0.000000
AC-P08-Tumor-SM-63B4X	6	1312938	30574420	2144	0.000000
AC-P08-Tumor-SM-63B4X	6	30575670	30594771	22	0.327255
AC-P08-Tumor-SM-63B4X	6	30595051	76124690	5810	0.000000
AC-P08-Tumor-SM-63B4X	6	76331343	76425312	47	1.143508
AC-P08-Tumor-SM-63B4X	6	76527383	137528216	4627	0.000000
AC-P08-Tumor-SM-63B4X	6	137815309	138539532	25	0.342121
AC-P08-Tumor-SM-63B4X	6	138559768	170892837	2823	0.000000
AC-P08-Tumor-SM-63B4X	7	716864	158380363	14446	0.000000
AC-P08-Tumor-SM-63B4X	8	618596	145235426	10748	0.000000
AC-P08-Tumor-SM-63B4X	9	841837	135865296	11432	0.000000
AC-P08-Tumor-SM-63B4X	9	135866439	135933369	15	0.456323
AC-P08-Tumor-SM-63B4X	9	135974151	140938352	1991	0.000000
AC-P08-Tumor-SM-63B4X	10	415432	135216279	13132	0.000000
AC-P08-Tumor-SM-63B4X	11	193913	34527302	4838	0.000000
AC-P08-Tumor-SM-63B4X	11	34904365	35016721	29	1.995807
AC-P08-Tumor-SM-63B4X	11	35198289	134134856	13048	0.000000
AC-P08-Tumor-SM-63B4X	12	922806	52800063	6755	0.000000
AC-P08-Tumor-SM-63B4X	12	52881741	52943139	39	0.305253
AC-P08-Tumor-SM-63B4X	12	52944029	54674608	641	0.000000
AC-P08-Tumor-SM-63B4X	12	54675288	54678099	11	0.789296
AC-P08-Tumor-SM-63B4X	12	54687167	131616363	10626	0.000000
AC-P08-Tumor-SM-63B4X	12	132195773	132400706	94	0.360951
AC-P08-Tumor-SM-63B4X	12	132401138	133779461	131	0.000000
AC-P08-Tumor-SM-63B4X	13	19748301	114897966	5699	0.000000
AC-P08-Tumor-SM-63B4X	14	20502919	70461199	5748	0.000000
AC-P08-Tumor-SM-63B4X	14	70477665	70518833	16	0.388305
AC-P08-Tumor-SM-63B4X	14	70527381	105996133	4791	0.000000
AC-P08-Tumor-SM-63B4X	15	23810928	102500799	11385	0.000000
AC-P08-Tumor-SM-63B4X	16	667206	89383429	10871	0.000000
AC-P08-Tumor-SM-63B4X	17	982568	7010472	2009	0.000000
AC-P08-Tumor-SM-63B4X	17	7011878	7080647	13	-0.399802
AC-P08-Tumor-SM-63B4X	17	7094133	39768942	7464	0.000000
AC-P08-Tumor-SM-63B4X	17	39775942	39884585	30	0.302874
AC-P08-Tumor-SM-63B4X	17	39887813	62487088	5337	0.000000
AC-P08-Tumor-SM-63B4X	17	62488891	62500962	26	0.516353
AC-P08-Tumor-SM-63B4X	17	62504838	81052322	4272	0.000000
AC-P08-Tumor-SM-63B4X	18	331666	28577016	1700	0.000000
AC-P08-Tumor-SM-63B4X	18	28581707	28612244	25	0.405154
AC-P08-Tumor-SM-63B4X	18	28648180	77108198	2628	0.000000
AC-P08-Tumor-SM-63B4X	19	72110	4911050	2235	0.000000
AC-P08-Tumor-SM-63B4X	19	4929488	5265209	138	0.302081
AC-P08-Tumor-SM-63B4X	19	5273337	58869003	15811	0.000000
AC-P08-Tumor-SM-63B4X	20	464603	3202565	484	0.000000
AC-P08-Tumor-SM-63B4X	20	3209076	3218327	31	0.372250
AC-P08-Tumor-SM-63B4X	20	3233332	62203740	7655	0.000000
AC-P08-Tumor-SM-63B4X	21	15481403	47681327	2942	0.000000
AC-P08-Tumor-SM-63B4X	22	17443621	31345830	1608	0.000000
AC-P08-Tumor-SM-63B4X	22	31484594	31501953	45	-0.340337
AC-P08-Tumor-SM-63B4X	22	31522475	51237572	3318	0.000000
AC-P09-Tumor-SM-63B4Z	1	30503	229441075	29903	0.000000
AC-P09-Tumor-SM-63B4Z	1	229567391	229568864	11	0.650318
AC-P09-Tumor-SM-63B4Z	1	229577789	247769819	1886	0.000000
AC-P09-Tumor-SM-63B4Z	2	669578	54001664	4920	0.000000
AC-P09-Tumor-SM-63B4Z	2	54014511	54102894	38	-0.615216
AC-P09-Tumor-SM-63B4Z	2	54114606	133721442	6703	0.000000
AC-P09-Tumor-SM-63B4Z	2	135012217	192863936	5892	0.428914
AC-P09-Tumor-SM-63B4Z	2	193049211	204822608	1368	0.000000
AC-P09-Tumor-SM-63B4Z	2	205551007	215595234	776	-0.605971
AC-P09-Tumor-SM-63B4Z	2	215609885	242447452	4260	0.000000
AC-P09-Tumor-SM-63B4Z	3	2861267	197508782	19387	0.000000
AC-P09-Tumor-SM-63B4Z	4	1066802	1746353	106	0.000000
AC-P09-Tumor-SM-63B4Z	4	1801252	1825504	51	0.475439
AC-P09-Tumor-SM-63B4Z	4	1827412	187630981	12107	0.000000
AC-P09-Tumor-SM-63B4Z	5	914578	150887174	11444	0.000000
AC-P09-Tumor-SM-63B4Z	5	150889737	151046072	43	0.366414
AC-P09-Tumor-SM-63B4Z	5	151047163	180795228	2756	0.000000
AC-P09-Tumor-SM-63B4Z	6	1312938	170892837	15498	0.000000
AC-P09-Tumor-SM-63B4Z	7	716864	158380363	14446	0.000000
AC-P09-Tumor-SM-63B4Z	8	618596	100205287	7206	0.000000
AC-P09-Tumor-SM-63B4Z	8	100396547	135817188	2575	0.530351
AC-P09-Tumor-SM-63B4Z	8	136533600	145235426	967	0.000000
AC-P09-Tumor-SM-63B4Z	9	841837	140938352	13438	0.000000
AC-P09-Tumor-SM-63B4Z	10	415432	101373683	8568	0.000000
AC-P09-Tumor-SM-63B4Z	10	101421387	101478259	26	0.385982
AC-P09-Tumor-SM-63B4Z	10	101483882	135216279	4538	0.000000
AC-P09-Tumor-SM-63B4Z	11	193913	134134856	17915	0.000000
AC-P09-Tumor-SM-63B4Z	12	922806	133779461	18297	0.000000
AC-P09-Tumor-SM-63B4Z	13	19748301	114897966	5699	0.000000
AC-P09-Tumor-SM-63B4Z	14	20502919	105996133	10555	0.000000
AC-P09-Tumor-SM-63B4Z	15	23810928	102500799	11385	0.000000
AC-P09-Tumor-SM-63B4Z	16	667206	57938781	7151	0.000000
AC-P09-Tumor-SM-63B4Z	16	57945781	57957286	15	0.563498
AC-P09-Tumor-SM-63B4Z	16	57965784	89383429	3705	0.000000
AC-P09-Tumor-SM-63B4Z	17	982568	7225108	2256	0.000000
AC-P09-Tumor-SM-63B4Z	17	7225331	7227801	15	-0.395966
AC-P09-Tumor-SM-63B4Z	17	7228301	81052322	16880	0.000000
AC-P09-Tumor-SM-63B4Z	18	331666	77108198	4353	0.000000
AC-P09-Tumor-SM-63B4Z	19	72110	58869003	18184	0.000000
AC-P09-Tumor-SM-63B4Z	20	464603	62203740	8170	0.000000
AC-P09-Tumor-SM-63B4Z	21	15481403	43816251	2021	0.000000
AC-P09-Tumor-SM-63B4Z	21	43836549	43867306	19	1.093450
AC-P09-Tumor-SM-63B4Z	21	43892982	47681327	902	0.000000
AC-P09-Tumor-SM-63B4Z	22	17443621	51237572	4971	0.000000
AC-P09-Tumor-SM-63B52	1	30503	5927956	291	0.000000
AC-P09-Tumor-SM-63B52	1	5933395	6133832	45	0.309109
AC-P09-Tumor-SM-63B52	1	6142336	10434525	893	0.000000
AC-P09-Tumor-SM-63B52	1	10435106	10479808	28	0.329730
AC-P09-Tumor-SM-63B52	1	10494024	152384711	17090	0.000000
AC-P09-Tumor-SM-63B52	1	152484369	153318669	65	0.465666
AC-P09-Tumor-SM-63B52	1	153390701	247769819	13388	0.000000
AC-P09-Tumor-SM-63B52	2	669578	54001664	4920	0.000000
AC-P09-Tumor-SM-63B52	2	54014511	54102894	38	-0.616016
AC-P09-Tumor-SM-63B52	2	54114606	133721442	6703	0.000000
AC-P09-Tumor-SM-63B52	2	135012217	142567972	558	0.439640
AC-P09-Tumor-SM-63B52	2	143643107	143799743	23	1.136336
AC-P09-Tumor-SM-63B52	2	143913226	169792943	2135	0.000000
AC-P09-Tumor-SM-63B52	2	169842794	169948465	24	0.338138
AC-P09-Tumor-SM-63B52	2	169985342	179500031	1628	0.000000
AC-P09-Tumor-SM-63B52	2	179500442	179504837	11	0.329930
AC-P09-Tumor-SM-63B52	2	179505357	183731282	664	0.000000
AC-P09-Tumor-SM-63B52	2	183790548	183853916	45	0.328328
AC-P09-Tumor-SM-63B52	2	183859617	204822608	2172	0.000000
AC-P09-Tumor-SM-63B52	2	205551007	215609885	777	-0.494494
AC-P09-Tumor-SM-63B52	2	215610580	242447452	4259	0.000000
AC-P09-Tumor-SM-63B52	3	2861267	10491229	912	0.000000
AC-P09-Tumor-SM-63B52	3	10861286	11059662	28	0.326527
AC-P09-Tumor-SM-63B52	3	11067271	14863103	578	0.000000
AC-P09-Tumor-SM-63B52	3	14905767	14960340	23	-0.470470
AC-P09-Tumor-SM-63B52	3	14964682	189526317	17224	0.000000
AC-P09-Tumor-SM-63B52	3	189582209	189612293	18	0.502503
AC-P09-Tumor-SM-63B52	3	189675795	197508782	604	0.000000
AC-P09-Tumor-SM-63B52	4	1066802	88537722	6602	0.000000
AC-P09-Tumor-SM-63B52	4	88577700	88901280	31	0.352620
AC-P09-Tumor-SM-63B52	4	88902952	110834620	1620	0.000000
AC-P09-Tumor-SM-63B52	4	110862303	110909867	31	0.327528
AC-P09-Tumor-SM-63B52	4	110914527	187525728	3950	0.000000
AC-P09-Tumor-SM-63B52	4	187527367	187630981	30	0.309309
AC-P09-Tumor-SM-63B52	5	914578	150859052	11441	0.000000
AC-P09-Tumor-SM-63B52	5	150867817	151043162	44	0.355556
AC-P09-Tumor-SM-63B52	5	151043798	180795228	2758	0.000000
AC-P09-Tumor-SM-63B52	6	1312938	47577042	6158	0.000000
AC-P09-Tumor-SM-63B52	6	47641229	47685089	27	0.455455
AC-P09-Tumor-SM-63B52	6	47686180	111922419	4496	0.000000
AC-P09-Tumor-SM-63B52	6	111983152	112029225	18	-0.302903
AC-P09-Tumor-SM-63B52	6	112035648	170892837	4799	0.000000
AC-P09-Tumor-SM-63B52	7	716864	100320758	8549	0.000000
AC-P09-Tumor-SM-63B52	7	100355825	100369643	27	0.426627
AC-P09-Tumor-SM-63B52	7	100371116	121019070	1882	0.000000
AC-P09-Tumor-SM-63B52	7	121081320	121716663	69	0.330330
AC-P09-Tumor-SM-63B52	7	121718070	137761359	1570	0.000000
AC-P09-Tumor-SM-63B52	7	137773516	137801410	15	0.461261
AC-P09-Tumor-SM-63B52	7	138146047	158380363	2334	0.000000
AC-P09-Tumor-SM-63B52	8	618596	14412437	546	0.000000
AC-P09-Tumor-SM-63B52	8	15480760	15621729	25	0.361962
AC-P09-Tumor-SM-63B52	8	16025965	100205287	6635	0.000000
AC-P09-Tumor-SM-63B52	8	100396547	135649957	2568	0.619219
AC-P09-Tumor-SM-63B52	8	135669965	145235426	974	0.000000
AC-P09-Tumor-SM-63B52	9	841837	127316851	8826	0.000000
AC-P09-Tumor-SM-63B52	9	127454830	127620348	43	0.376777
AC-P09-Tumor-SM-63B52	9	127622545	136265659	2760	0.000000
AC-P09-Tumor-SM-63B52	9	136267009	136291467	39	-0.383383
AC-P09-Tumor-SM-63B52	9	136298651	140938352	1770	0.000000
AC-P09-Tumor-SM-63B52	10	415432	135216279	13132	0.000000
AC-P09-Tumor-SM-63B52	11	193913	20424532	3883	0.000000
AC-P09-Tumor-SM-63B52	11	20429580	20668482	41	0.331131
AC-P09-Tumor-SM-63B52	11	20674004	111369503	10446	0.000000
AC-P09-Tumor-SM-63B52	11	111385737	111431185	22	0.387588
AC-P09-Tumor-SM-63B52	11	111487085	124764267	2588	0.000000
AC-P09-Tumor-SM-63B52	11	124765091	125255620	92	0.370370
AC-P09-Tumor-SM-63B52	11	125267960	129246119	429	0.000000
AC-P09-Tumor-SM-63B52	11	129306948	129727355	12	0.588789
AC-P09-Tumor-SM-63B52	11	129735880	129830861	85	0.000000
AC-P09-Tumor-SM-63B52	11	129979499	130011971	31	0.391191
AC-P09-Tumor-SM-63B52	11	130013345	134134856	286	0.000000
AC-P09-Tumor-SM-63B52	12	922806	71950472	10617	0.000000
AC-P09-Tumor-SM-63B52	12	71960257	71976321	15	0.485686
AC-P09-Tumor-SM-63B52	12	71978516	122369794	6149	0.000000
AC-P09-Tumor-SM-63B52	12	122380553	122395176	11	0.717103
AC-P09-Tumor-SM-63B52	12	122396430	133779461	1505	0.000000
AC-P09-Tumor-SM-63B52	13	19748301	114897966	5699	0.000000
AC-P09-Tumor-SM-63B52	14	20502919	105996133	10555	0.000000
AC-P09-Tumor-SM-63B52	15	23810928	102500799	11385	0.000000
AC-P09-Tumor-SM-63B52	16	667206	57806202	7137	0.000000
AC-P09-Tumor-SM-63B52	16	57918363	57973498	32	0.321722
AC-P09-Tumor-SM-63B52	16	57983345	71961704	2536	0.000000
AC-P09-Tumor-SM-63B52	16	72046163	72110982	34	0.596382
AC-P09-Tumor-SM-63B52	16	72120703	84012159	857	0.000000
AC-P09-Tumor-SM-63B52	16	84014471	84035953	13	0.399199
AC-P09-Tumor-SM-63B52	16	84158233	89383429	262	0.000000
AC-P09-Tumor-SM-63B52	17	982568	4451946	1040	0.000000
AC-P09-Tumor-SM-63B52	17	4453650	4457575	13	0.342543
AC-P09-Tumor-SM-63B52	17	4458253	6599262	830	0.000000
AC-P09-Tumor-SM-63B52	17	6606459	6716374	32	0.345946
AC-P09-Tumor-SM-63B52	17	6718627	81052322	17236	0.000000
AC-P09-Tumor-SM-63B52	18	331666	27878926	1695	0.000000
AC-P09-Tumor-SM-63B52	18	28574340	29171936	141	0.300901
AC-P09-Tumor-SM-63B52	18	29172991	77108198	2517	0.000000
AC-P09-Tumor-SM-63B52	19	72110	3061257	1432	0.633938
AC-P09-Tumor-SM-63B52	19	3110333	6454730	1422	0.000000
AC-P09-Tumor-SM-63B52	19	6481690	6678468	32	0.456657
AC-P09-Tumor-SM-63B52	19	6679221	51466807	13606	0.000000
AC-P09-Tumor-SM-63B52	19	51470583	51532715	49	0.376176
AC-P09-Tumor-SM-63B52	19	51534179	58869003	1643	0.000000
AC-P09-Tumor-SM-63B52	20	464603	2098026	121	-0.542060
AC-P09-Tumor-SM-63B52	20	2290478	62203740	8049	0.000000
AC-P09-Tumor-SM-63B52	21	15481403	39772569	1502	0.000000
AC-P09-Tumor-SM-63B52	21	39775633	40191692	24	0.363764
AC-P09-Tumor-SM-63B52	21	40193630	43816251	495	0.000000
AC-P09-Tumor-SM-63B52	21	43836549	43867306	19	0.981381
AC-P09-Tumor-SM-63B52	21	43892982	47681327	902	0.000000
AC-P09-Tumor-SM-63B52	22	17443621	51237572	4971	0.000000
AC-P10-Tumor-SM-63B53	1	30503	3350377	21	0.000000
AC-P10-Tumor-SM-63B53	1	3386159	3428253	77	0.425908
AC-P10-Tumor-SM-63B53	1	3428694	17431558	2414	0.000000
AC-P10-Tumor-SM-63B53	1	17552425	17721603	88	0.491658
AC-P10-Tumor-SM-63B53	1	17725343	33160707	3639	0.000000
AC-P10-Tumor-SM-63B53	1	33233560	33263446	28	0.394807
AC-P10-Tumor-SM-63B53	1	33272214	40309892	1563	0.000000
AC-P10-Tumor-SM-63B53	1	40310314	40422895	22	0.552916
AC-P10-Tumor-SM-63B53	1	40424499	43304594	548	0.000000
AC-P10-Tumor-SM-63B53	1	43305726	43638583	53	0.347399
AC-P10-Tumor-SM-63B53	1	43647523	43886974	160	0.000000
AC-P10-Tumor-SM-63B53	1	43887896	43891824	19	0.356035
AC-P10-Tumor-SM-63B53	1	43892482	43917390	102	0.000000
AC-P10-Tumor-SM-63B53	1	43917520	44133692	83	0.333268
AC-P10-Tumor-SM-63B53	1	44134972	44684143	182	0.000000
AC-P10-Tumor-SM-63B53	1	44684429	44713712	15	-0.380765
AC-P10-Tumor-SM-63B53	1	44774075	45797984	258	0.000000
AC-P10-Tumor-SM-63B53	1	45798162	45800185	14	-0.371737
AC-P10-Tumor-SM-63B53	1	45806889	67633875	2890	0.000000
AC-P10-Tumor-SM-63B53	1	67635323	67895985	58	0.317763
AC-P10-Tumor-SM-63B53	1	68151811	79002374	739	0.000000
AC-P10-Tumor-SM-63B53	1	79094080	79128565	27	0.357998
AC-P10-Tumor-SM-63B53	1	82302744	102462374	2056	0.000000
AC-P10-Tumor-SM-63B53	1	103343723	103548530	128	0.363297
AC-P10-Tumor-SM-63B53	1	107600467	113212229	1014	0.000000
AC-P10-Tumor-SM-63B53	1	113212756	113237520	19	0.363690
AC-P10-Tumor-SM-63B53	1	113238198	150203030	1310	0.000000
AC-P10-Tumor-SM-63B53	1	150204266	150237061	23	0.424141
AC-P10-Tumor-SM-63B53	1	150239058	151508376	607	0.000000
AC-P10-Tumor-SM-63B53	1	151508823	151641113	36	0.531109
AC-P10-Tumor-SM-63B53	1	151655923	151732659	38	0.000000
AC-P10-Tumor-SM-63B53	1	151734030	151755500	42	0.329146
AC-P10-Tumor-SM-63B53	1	151775182	151849603	33	0.000000
AC-P10-Tumor-SM-63B53	1	151860861	152800283	56	0.452208
AC-P10-Tumor-SM-63B53	1	152857251	153012824	12	1.509715
AC-P10-Tumor-SM-63B53	1	153029213	153591516	61	0.452208
AC-P10-Tumor-SM-63B53	1	153598950	155870411	1323	0.000000
AC-P10-Tumor-SM-63B53	1	155874295	155899633	35	0.365260
AC-P10-Tumor-SM-63B53	1	155912627	158946519	1185	0.000000
AC-P10-Tumor-SM-63B53	1	158984737	159043291	24	0.903631
AC-P10-Tumor-SM-63B53	1	159161868	161024497	486	0.000000
AC-P10-Tumor-SM-63B53	1	161029508	161059088	16	0.946811
AC-P10-Tumor-SM-63B53	1	161068854	162775284	419	0.000000
AC-P10-Tumor-SM-63B53	1	162825149	164776916	61	0.496369
AC-P10-Tumor-SM-63B53	1	164781388	170508710	605	0.000000
AC-P10-Tumor-SM-63B53	1	170511735	171491398	112	0.664769
AC-P10-Tumor-SM-63B53	1	171492493	181721375	1297	0.000000
AC-P10-Tumor-SM-63B53	1	181724533	181767970	41	0.464573
AC-P10-Tumor-SM-63B53	1	182027147	185834997	551	0.000000
AC-P10-Tumor-SM-63B53	1	185878642	186159012	193	0.306625
AC-P10-Tumor-SM-63B53	1	186266085	197032189	479	0.000000
AC-P10-Tumor-SM-63B53	1	197053558	197115569	54	0.322866
AC-P10-Tumor-SM-63B53	1	197129146	197898391	99	0.000000
AC-P10-Tumor-SM-63B53	1	198201769	198248193	13	0.590579
AC-P10-Tumor-SM-63B53	1	198262171	200784774	180	0.000000
AC-P10-Tumor-SM-63B53	1	200867585	200954102	29	0.389401
AC-P10-Tumor-SM-63B53	1	200956048	201197529	165	0.000000
AC-P10-Tumor-SM-63B53	1	201253034	201330499	25	1.035918
AC-P10-Tumor-SM-63B53	1	201332536	241728360	5585	0.000000
AC-P10-Tumor-SM-63B53	1	241729914	242052904	77	0.532287
AC-P10-Tumor-SM-63B53	1	242253154	245021578	144	0.000000
