Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
AC-V09-Tumor-SM-9J463          	11	62487665	62494630	17	0.000000
AC-V09-Tumor-SM-9J463          	11	62496208	62564860	73	-0.427593
AC-V09-Tumor-SM-9J463          	11	62567960	63676711	335	0.000000
AC-V09-Tumor-SM-9J463          	11	63679653	64004696	152	-0.313894
AC-V09-Tumor-SM-9J463          	11	64005127	64460366	284	0.000000
AC-V09-Tumor-SM-9J463          	11	64465266	64527372	69	-0.389628
AC-V09-Tumor-SM-9J463          	11	64533629	64540979	17	0.484932
AC-V09-Tumor-SM-9J463          	11	64557098	64566953	31	-0.591585
AC-V09-Tumor-SM-9J463          	11	64567690	66031425	256	0.000000
AC-V09-Tumor-SM-9J463          	11	66031692	66034909	17	0.351272
AC-V09-Tumor-SM-9J463          	11	66039342	66139064	102	0.000000
AC-V09-Tumor-SM-9J463          	11	66188827	66192743	12	0.377299
AC-V09-Tumor-SM-9J463          	11	66203585	66278562	60	0.000000
AC-V09-Tumor-SM-9J463          	11	66278712	66294477	24	-0.406849
AC-V09-Tumor-SM-9J463          	11	66296959	66611113	211	0.000000
AC-V09-Tumor-SM-9J463          	11	66611334	66637926	49	0.413699
AC-V09-Tumor-SM-9J463          	11	66638365	66999431	53	0.000000
AC-V09-Tumor-SM-9J463          	11	67007840	67048256	29	1.128115
AC-V09-Tumor-SM-9J463          	11	67049031	67077016	74	0.320548
AC-V09-Tumor-SM-9J463          	11	67077441	67135099	17	0.956947
AC-V09-Tumor-SM-9J463          	11	67159551	67172657	39	0.320548
AC-V09-Tumor-SM-9J463          	11	67172979	67192072	27	0.763405
AC-V09-Tumor-SM-9J463          	11	67192508	67200515	18	0.000000
AC-V09-Tumor-SM-9J463          	11	67200689	67288632	124	0.637378
AC-V09-Tumor-SM-9J463          	11	67770645	71277244	684	0.000000
AC-V09-Tumor-SM-9J463          	11	71279980	71701765	45	-0.320744
AC-V09-Tumor-SM-9J463          	11	71705900	71732339	58	0.367710
AC-V09-Tumor-SM-9J463          	11	71734195	71941317	96	0.000000
AC-V09-Tumor-SM-9J463          	11	71941514	71948842	33	0.369472
AC-V09-Tumor-SM-9J463          	11	71951244	72091430	30	0.000000
AC-V09-Tumor-SM-9J463          	11	72119248	72290429	18	-0.362818
AC-V09-Tumor-SM-9J463          	11	72291670	72540031	185	0.000000
AC-V09-Tumor-SM-9J463          	11	72549919	72554577	11	0.300196
AC-V09-Tumor-SM-9J463          	11	72560934	75299231	625	0.000000
AC-V09-Tumor-SM-9J463          	11	75317051	76400271	139	0.717025
AC-V09-Tumor-SM-9J463          	11	76402732	76414571	11	0.000000
AC-V09-Tumor-SM-9J463          	11	76415368	76572125	27	0.496086
AC-V09-Tumor-SM-9J463          	11	76579273	77047329	197	0.000000
AC-V09-Tumor-SM-9J463          	11	77051810	77070064	13	0.546771
AC-V09-Tumor-SM-9J463          	11	77103567	93433352	968	0.000000
AC-V09-Tumor-SM-9J463          	11	93435803	93460803	13	-0.342270
AC-V09-Tumor-SM-9J463          	11	93462696	93471667	21	0.459687
AC-V09-Tumor-SM-9J463          	11	93474661	93834501	71	-0.304501
AC-V09-Tumor-SM-9J463          	11	93836186	94040858	17	0.438356
AC-V09-Tumor-SM-9J463          	11	94113941	94353053	98	0.000000
AC-V09-Tumor-SM-9J463          	11	94354160	94696679	27	0.400196
AC-V09-Tumor-SM-9J463          	11	94699577	102668233	439	0.000000
AC-V09-Tumor-SM-9J463          	11	102706959	102738124	26	0.637116
AC-V09-Tumor-SM-9J463          	11	102738799	102815097	12	0.000000
AC-V09-Tumor-SM-9J463          	11	102816480	102937298	23	0.495108
AC-V09-Tumor-SM-9J463          	11	102954057	111590729	852	0.000000
AC-V09-Tumor-SM-9J463          	11	111591488	111614256	19	0.582779
AC-V09-Tumor-SM-9J463          	11	111618740	116649777	681	0.000000
AC-V09-Tumor-SM-9J463          	11	116652962	116662578	23	0.474364
AC-V09-Tumor-SM-9J463          	11	116692599	116734536	35	0.000000
AC-V09-Tumor-SM-9J463          	11	116738805	116747081	14	0.642466
AC-V09-Tumor-SM-9J463          	11	116747760	118416570	644	0.000000
AC-V09-Tumor-SM-9J463          	11	118422569	118468628	34	-0.528175
AC-V09-Tumor-SM-9J463          	11	118472443	118927114	228	0.000000
AC-V09-Tumor-SM-9J463          	11	118938721	118955867	28	-0.510372
AC-V09-Tumor-SM-9J463          	11	118959020	118978807	40	0.000000
AC-V09-Tumor-SM-9J463          	11	118980911	118984424	17	0.339139
AC-V09-Tumor-SM-9J463          	11	118984700	119546022	218	0.000000
AC-V09-Tumor-SM-9J463          	11	119547931	120178326	50	0.335421
AC-V09-Tumor-SM-9J463          	11	120180297	122852381	337	0.000000
AC-V09-Tumor-SM-9J463          	11	122929194	122932034	12	0.916243
AC-V09-Tumor-SM-9J463          	11	122944484	126126749	703	0.000000
AC-V09-Tumor-SM-9J463          	11	126133941	126137983	25	0.496086
AC-V09-Tumor-SM-9J463          	11	126138701	126201447	35	0.000000
AC-V09-Tumor-SM-9J463          	11	126208296	126295619	29	0.478865
AC-V09-Tumor-SM-9J463          	11	126299183	134134856	597	0.000000
AC-V09-Tumor-SM-9J463          	12	78939	6166240	834	0.000000
AC-V09-Tumor-SM-9J463          	12	6167212	6184719	13	0.473581
AC-V09-Tumor-SM-9J463          	12	6204752	6554723	121	0.000000
AC-V09-Tumor-SM-9J463          	12	6559520	6570106	18	-0.340313
AC-V09-Tumor-SM-9J463          	12	6572008	6618960	20	0.324658
AC-V09-Tumor-SM-9J463          	12	6619301	6632514	24	-0.332877
AC-V09-Tumor-SM-9J463          	12	6634884	6650810	37	0.415851
AC-V09-Tumor-SM-9J463          	12	6657328	6673112	27	0.000000
AC-V09-Tumor-SM-9J463          	12	6675502	6707593	56	-0.348532
AC-V09-Tumor-SM-9J463          	12	6709180	6754505	32	0.307632
AC-V09-Tumor-SM-9J463          	12	6755745	6765079	19	-0.559100
AC-V09-Tumor-SM-9J463          	12	6777283	6974041	156	0.000000
AC-V09-Tumor-SM-9J463          	12	6975243	6982067	17	0.454207
AC-V09-Tumor-SM-9J463          	12	7030742	7172605	121	0.000000
AC-V09-Tumor-SM-9J463          	12	7173276	7244984	35	0.402740
AC-V09-Tumor-SM-9J463          	12	7249761	8982391	317	0.000000
AC-V09-Tumor-SM-9J463          	12	8988264	9092480	87	-0.318395
AC-V09-Tumor-SM-9J463          	12	9093499	12815384	600	0.000000
AC-V09-Tumor-SM-9J463          	12	12871250	12976255	15	0.657534
AC-V09-Tumor-SM-9J463          	12	12977641	49164755	3397	0.000000
AC-V09-Tumor-SM-9J463          	12	49165758	49169876	18	0.353425
AC-V09-Tumor-SM-9J463          	12	49170135	49393070	131	0.000000
AC-V09-Tumor-SM-9J463          	12	49396653	49406895	20	-0.360470
AC-V09-Tumor-SM-9J463          	12	49410963	49418729	17	0.511350
AC-V09-Tumor-SM-9J463          	12	49421105	49440207	64	0.000000
AC-V09-Tumor-SM-9J463          	12	49440573	49448809	20	0.310637
AC-V09-Tumor-SM-9J463          	12	49458977	49463570	14	-0.458317
AC-V09-Tumor-SM-9J463          	12	49484269	49495108	15	0.000000
AC-V09-Tumor-SM-9J463          	12	49495981	49582764	34	0.437378
AC-V09-Tumor-SM-9J463          	12	49621949	53574380	1335	0.000000
AC-V09-Tumor-SM-9J463          	12	53578824	53614000	50	0.442857
AC-V09-Tumor-SM-9J463          	12	53645819	54651436	326	0.000000
AC-V09-Tumor-SM-9J463          	12	54674608	54678435	22	0.833455
AC-V09-Tumor-SM-9J463          	12	54687167	56321012	426	0.000000
AC-V09-Tumor-SM-9J463          	12	56330353	56336049	26	0.346184
AC-V09-Tumor-SM-9J463          	12	56345569	56551331	221	0.000000
AC-V09-Tumor-SM-9J463          	12	56552497	56556106	13	0.704110
AC-V09-Tumor-SM-9J463          	12	56558517	56716544	201	0.000000
AC-V09-Tumor-SM-9J463          	12	56716995	56722427	29	0.422114
AC-V09-Tumor-SM-9J463          	12	56726880	56815595	66	0.000000
AC-V09-Tumor-SM-9J463          	12	56815802	56818938	14	0.390411
AC-V09-Tumor-SM-9J463          	12	56822191	56827956	23	-0.391781
AC-V09-Tumor-SM-9J463          	12	56845251	56980712	61	0.000000
AC-V09-Tumor-SM-9J463          	12	56982160	56995186	21	0.473581
AC-V09-Tumor-SM-9J463          	12	56995976	57693261	476	0.000000
AC-V09-Tumor-SM-9J463          	12	57693964	57863483	35	-0.312329
AC-V09-Tumor-SM-9J463          	12	57865846	57884429	43	0.000000
AC-V09-Tumor-SM-9J463          	12	57892058	57906138	12	-0.426223
AC-V09-Tumor-SM-9J463          	12	57906749	57913042	15	0.000000
AC-V09-Tumor-SM-9J463          	12	57918201	57922794	18	0.464579
AC-V09-Tumor-SM-9J463          	12	57925889	57944185	37	0.000000
AC-V09-Tumor-SM-9J463          	12	57957311	57969542	28	-0.577886
AC-V09-Tumor-SM-9J463          	12	57969936	109523738	5579	0.000000
AC-V09-Tumor-SM-9J463          	12	109526319	109877595	121	-0.319569
AC-V09-Tumor-SM-9J463          	12	109881454	110002983	84	0.000000
AC-V09-Tumor-SM-9J463          	12	110004832	110023932	21	-0.311742
AC-V09-Tumor-SM-9J463          	12	110024606	110207095	13	0.000000
AC-V09-Tumor-SM-9J463          	12	110221585	110290544	29	-0.375342
AC-V09-Tumor-SM-9J463          	12	110295466	110643321	144	0.000000
AC-V09-Tumor-SM-9J463          	12	110719723	110814023	35	0.377973
AC-V09-Tumor-SM-9J463          	12	110815450	114841705	1050	0.000000
AC-V09-Tumor-SM-9J463          	12	115110109	115121007	14	0.499804
AC-V09-Tumor-SM-9J463          	12	115802107	122268145	1339	0.000000
AC-V09-Tumor-SM-9J463          	12	122277746	122294533	19	-0.618591
AC-V09-Tumor-SM-9J463          	12	122295340	123461708	553	0.000000
AC-V09-Tumor-SM-9J463          	12	123463118	123471378	21	0.429159
AC-V09-Tumor-SM-9J463          	12	123471979	131616363	798	0.000000
AC-V09-Tumor-SM-9J463          	12	132195773	132240026	20	0.401370
AC-V09-Tumor-SM-9J463          	12	132249233	133810942	259	0.000000
AC-V09-Tumor-SM-9J463          	13	19748301	26106457	579	0.000000
AC-V09-Tumor-SM-9J463          	13	26108357	26138171	21	-0.412524
AC-V09-Tumor-SM-9J463          	13	26145918	28543145	190	0.000000
AC-V09-Tumor-SM-9J463          	13	28578313	28644751	46	-0.325440
AC-V09-Tumor-SM-9J463          	13	28748532	114897966	5197	0.000000
AC-V09-Tumor-SM-9J463          	14	20502001	20847266	107	0.000000
AC-V09-Tumor-SM-9J463          	14	20848214	20850876	14	0.580439
AC-V09-Tumor-SM-9J463          	14	20851514	20922844	79	0.000000
AC-V09-Tumor-SM-9J463          	14	20923932	20928459	17	0.453620
AC-V09-Tumor-SM-9J463          	14	20937696	21702354	159	0.000000
AC-V09-Tumor-SM-9J463          	14	21756220	21841591	97	-0.349706
AC-V09-Tumor-SM-9J463          	14	21851928	23299465	157	0.000000
AC-V09-Tumor-SM-9J463          	14	23303532	23315250	23	0.382592
AC-V09-Tumor-SM-9J463          	14	23342657	23352599	13	0.000000
AC-V09-Tumor-SM-9J463          	14	23354224	23371593	15	0.466349
AC-V09-Tumor-SM-9J463          	14	23373399	23862268	303	0.000000
AC-V09-Tumor-SM-9J463          	14	23862729	23871813	20	-0.411937
AC-V09-Tumor-SM-9J463          	14	23872011	24552059	297	0.000000
AC-V09-Tumor-SM-9J463          	14	24564054	24573175	17	-0.317025
AC-V09-Tumor-SM-9J463          	14	24586255	24619659	73	0.000000
AC-V09-Tumor-SM-9J463          	14	24620099	24627222	18	-0.447358
AC-V09-Tumor-SM-9J463          	14	24629618	24635464	16	0.000000
AC-V09-Tumor-SM-9J463          	14	24641819	24646591	15	-0.552446
AC-V09-Tumor-SM-9J463          	14	24647880	24659861	68	0.332886
AC-V09-Tumor-SM-9J463          	14	24661564	24677354	14	0.000000
AC-V09-Tumor-SM-9J463          	14	24679143	24687639	26	-0.395695
AC-V09-Tumor-SM-9J463          	14	24702548	24708207	19	0.559304
AC-V09-Tumor-SM-9J463          	14	24709139	60938179	3410	0.000000
AC-V09-Tumor-SM-9J463          	14	60951657	61486300	68	0.472798
AC-V09-Tumor-SM-9J463          	14	61512145	68758699	1072	0.000000
AC-V09-Tumor-SM-9J463          	14	68878246	69117562	19	0.776712
AC-V09-Tumor-SM-9J463          	14	69341863	88789144	2236	0.000000
AC-V09-Tumor-SM-9J463          	14	88792801	88938811	45	0.310763
AC-V09-Tumor-SM-9J463          	14	88940148	96852023	1497	0.000000
AC-V09-Tumor-SM-9J463          	14	96864630	96986567	38	-0.503914
AC-V09-Tumor-SM-9J463          	14	96993878	103589134	985	0.000000
AC-V09-Tumor-SM-9J463          	14	103593031	103807391	46	0.385919
AC-V09-Tumor-SM-9J463          	14	103852419	104028346	52	0.000000
AC-V09-Tumor-SM-9J463          	14	104029463	104145987	41	-0.301957
AC-V09-Tumor-SM-9J463          	14	104151355	104216273	66	0.000000
AC-V09-Tumor-SM-9J463          	14	104219535	104452657	44	-0.367319
AC-V09-Tumor-SM-9J463          	14	104457561	105996133	549	0.000000
AC-V09-Tumor-SM-9J463          	15	23686829	34034645	612	0.000000
AC-V09-Tumor-SM-9J463          	15	34038358	34064359	21	-0.429159
AC-V09-Tumor-SM-9J463          	15	34065816	41362747	1097	0.000000
AC-V09-Tumor-SM-9J463          	15	41364258	41766902	122	-0.403718
AC-V09-Tumor-SM-9J463          	15	41767812	41797977	50	0.000000
AC-V09-Tumor-SM-9J463          	15	41799490	41829325	67	-0.321135
AC-V09-Tumor-SM-9J463          	15	41853510	41866015	32	0.521331
AC-V09-Tumor-SM-9J463          	15	41866910	42104327	59	0.000000
AC-V09-Tumor-SM-9J463          	15	42104853	42111579	30	0.470841
AC-V09-Tumor-SM-9J463          	15	42113268	42442341	249	0.000000
AC-V09-Tumor-SM-9J463          	15	42442686	42458849	40	0.563796
AC-V09-Tumor-SM-9J463          	15	42459113	44093387	855	0.000000
AC-V09-Tumor-SM-9J463          	15	44093778	44158592	41	-0.304305
AC-V09-Tumor-SM-9J463          	15	44165420	52529845	1643	0.000000
AC-V09-Tumor-SM-9J463          	15	52536766	52571873	37	0.413112
AC-V09-Tumor-SM-9J463          	15	52575091	55681631	280	0.000000
AC-V09-Tumor-SM-9J463          	15	55710333	55783456	17	-0.424853
AC-V09-Tumor-SM-9J463          	15	55790059	56032884	47	0.000000
AC-V09-Tumor-SM-9J463          	15	56122786	56144743	31	-0.399804
AC-V09-Tumor-SM-9J463          	15	56152774	59180772	369	0.000000
AC-V09-Tumor-SM-9J463          	15	59181755	59204811	23	0.492368
AC-V09-Tumor-SM-9J463          	15	59205897	60643452	157	0.000000
AC-V09-Tumor-SM-9J463          	15	60644677	60742042	16	0.431311
AC-V09-Tumor-SM-9J463          	15	60745985	63116240	298	0.000000
AC-V09-Tumor-SM-9J463          	15	63125830	63358186	37	0.310763
AC-V09-Tumor-SM-9J463          	15	63362144	72432605	1872	0.000000
AC-V09-Tumor-SM-9J463          	15	72454355	72501234	36	0.406262
AC-V09-Tumor-SM-9J463          	15	72502202	74337351	383	0.000000
AC-V09-Tumor-SM-9J463          	15	74363380	74390758	42	-0.319961
AC-V09-Tumor-SM-9J463          	15	74421077	75503459	394	0.000000
AC-V09-Tumor-SM-9J463          	15	75551023	75586359	62	-0.384736
AC-V09-Tumor-SM-9J463          	15	75586602	75631687	18	0.000000
AC-V09-Tumor-SM-9J463          	15	75632221	75650961	41	-0.308879
AC-V09-Tumor-SM-9J463          	15	75651151	78487070	548	0.000000
AC-V09-Tumor-SM-9J463          	15	78500446	78578477	35	0.300587
AC-V09-Tumor-SM-9J463          	15	78580726	84795351	939	0.000000
AC-V09-Tumor-SM-9J463          	15	85147157	85196930	29	-0.429354
AC-V09-Tumor-SM-9J463          	15	85197505	89859692	515	0.000000
AC-V09-Tumor-SM-9J463          	15	89860060	89911337	45	0.336204
AC-V09-Tumor-SM-9J463          	15	90020061	90174943	66	0.000000
AC-V09-Tumor-SM-9J463          	15	90208077	90216647	16	0.509002
AC-V09-Tumor-SM-9J463          	15	90220722	102518980	1088	0.000000
AC-V09-Tumor-SM-9J463          	16	667270	1420358	461	0.000000
AC-V09-Tumor-SM-9J463          	16	1440695	1470615	28	-0.334247
AC-V09-Tumor-SM-9J463          	16	1476386	2231932	717	0.000000
AC-V09-Tumor-SM-9J463          	16	2233750	2240173	22	-0.514286
AC-V09-Tumor-SM-9J463          	16	2256217	2790606	277	0.000000
AC-V09-Tumor-SM-9J463          	16	2806609	2818264	17	0.782779
AC-V09-Tumor-SM-9J463          	16	2818942	4751137	731	0.000000
AC-V09-Tumor-SM-9J463          	16	4755256	4846232	61	-0.456360
AC-V09-Tumor-SM-9J463          	16	4847504	4852456	17	0.000000
AC-V09-Tumor-SM-9J463          	16	4855313	4864650	11	-0.436008
AC-V09-Tumor-SM-9J463          	16	4871456	19033120	962	0.000000
AC-V09-Tumor-SM-9J463          	16	19049371	19088698	22	-0.545010
AC-V09-Tumor-SM-9J463          	16	19127393	20946809	432	0.000000
AC-V09-Tumor-SM-9J463          	16	20948177	20997039	24	-0.300587
AC-V09-Tumor-SM-9J463          	16	20998772	21048172	25	0.000000
AC-V09-Tumor-SM-9J463          	16	21049304	21082149	25	-0.337378
AC-V09-Tumor-SM-9J463          	16	21086884	22926885	110	0.000000
AC-V09-Tumor-SM-9J463          	16	23080939	23117628	17	0.330920
AC-V09-Tumor-SM-9J463          	16	23160593	23535777	117	0.000000
AC-V09-Tumor-SM-9J463          	16	23536702	23563627	15	-0.465166
AC-V09-Tumor-SM-9J463          	16	23569602	23581913	13	0.000000
AC-V09-Tumor-SM-9J463          	16	23596746	23662214	40	-0.351468
AC-V09-Tumor-SM-9J463          	16	23669948	24366296	123	0.000000
AC-V09-Tumor-SM-9J463          	16	24373186	24835130	84	0.345988
AC-V09-Tumor-SM-9J463          	16	24870101	27493906	223	0.000000
AC-V09-Tumor-SM-9J463          	16	27494448	27512667	31	0.354990
AC-V09-Tumor-SM-9J463          	16	27514318	29124388	302	0.000000
AC-V09-Tumor-SM-9J463          	16	30364418	30369894	12	0.764775
AC-V09-Tumor-SM-9J463          	16	30370682	30771481	207	0.000000
AC-V09-Tumor-SM-9J463          	16	30771776	30777605	23	0.561644
AC-V09-Tumor-SM-9J463          	16	30777881	31106979	191	0.000000
AC-V09-Tumor-SM-9J463          	16	31120741	31144713	39	0.347945
AC-V09-Tumor-SM-9J463          	16	31146492	31195719	31	0.000000
AC-V09-Tumor-SM-9J463          	16	31196502	31202433	15	0.813112
AC-V09-Tumor-SM-9J463          	16	31206192	56667430	1496	0.000000
AC-V09-Tumor-SM-9J463          	16	56667756	56868356	72	0.329159
AC-V09-Tumor-SM-9J463          	16	56871640	58564253	814	0.000000
AC-V09-Tumor-SM-9J463          	16	58565981	58592580	46	0.378669
AC-V09-Tumor-SM-9J463          	16	58593835	67233498	608	0.000000
AC-V09-Tumor-SM-9J463          	16	67233661	67234873	11	-0.465166
AC-V09-Tumor-SM-9J463          	16	67235340	67575687	298	0.000000
AC-V09-Tumor-SM-9J463          	16	67577169	67580136	16	0.543640
AC-V09-Tumor-SM-9J463          	16	67645518	67861486	164	0.000000
AC-V09-Tumor-SM-9J463          	16	67861898	67918887	81	0.453033
AC-V09-Tumor-SM-9J463          	16	67919759	68255189	178	0.000000
AC-V09-Tumor-SM-9J463          	16	68264220	68279461	25	0.411350
AC-V09-Tumor-SM-9J463          	16	68283351	69117564	209	0.000000
AC-V09-Tumor-SM-9J463          	16	69143936	69167523	21	0.504305
AC-V09-Tumor-SM-9J463          	16	69170792	69481183	127	0.000000
AC-V09-Tumor-SM-9J463          	16	69496437	69681491	13	0.645988
AC-V09-Tumor-SM-9J463          	16	69687333	70288639	95	0.000000
AC-V09-Tumor-SM-9J463          	16	70289741	70504977	120	-0.366145
AC-V09-Tumor-SM-9J463          	16	70507258	70531292	38	0.000000
AC-V09-Tumor-SM-9J463          	16	70531960	70548236	13	-0.315851
AC-V09-Tumor-SM-9J463          	16	70572001	71976927	337	0.000000
AC-V09-Tumor-SM-9J463          	16	71978073	72020368	34	-0.476517
AC-V09-Tumor-SM-9J463          	16	72046163	75018917	328	0.000000
AC-V09-Tumor-SM-9J463          	16	75033995	75149239	28	0.385519
AC-V09-Tumor-SM-9J463          	16	75200811	81171138	387	0.000000
AC-V09-Tumor-SM-9J463          	16	81279078	81324184	20	0.535616
AC-V09-Tumor-SM-9J463          	16	81348887	85695373	253	0.000000
AC-V09-Tumor-SM-9J463          	16	85696701	85715289	21	0.560665
AC-V09-Tumor-SM-9J463          	16	85722506	89383486	235	0.000000
AC-V09-Tumor-SM-9J463          	17	982053	2233921	464	0.000000
AC-V09-Tumor-SM-9J463          	17	2235655	2275839	39	0.446967
AC-V09-Tumor-SM-9J463          	17	2276377	3779718	331	0.000000
AC-V09-Tumor-SM-9J463          	17	3783730	3794024	19	0.480039
AC-V09-Tumor-SM-9J463          	17	3801175	3832741	37	0.000000
AC-V09-Tumor-SM-9J463          	17	3833730	3857006	31	-0.412720
AC-V09-Tumor-SM-9J463          	17	3913053	4859978	536	0.000000
AC-V09-Tumor-SM-9J463          	17	4860186	4864150	14	-0.360470
AC-V09-Tumor-SM-9J463          	17	4872116	7106912	621	0.000000
AC-V09-Tumor-SM-9J463          	17	7107135	7129634	41	0.515068
AC-V09-Tumor-SM-9J463          	17	7130590	7133751	20	0.000000
AC-V09-Tumor-SM-9J463          	17	7137583	7145651	11	0.358317
AC-V09-Tumor-SM-9J463          	17	7147566	7232633	118	0.000000
AC-V09-Tumor-SM-9J463          	17	7240108	7247969	16	-0.381018
AC-V09-Tumor-SM-9J463          	17	7249616	7454171	167	0.000000
AC-V09-Tumor-SM-9J463          	17	7460669	7497322	78	0.392564
AC-V09-Tumor-SM-9J463          	17	7497665	7807311	328	0.000000
AC-V09-Tumor-SM-9J463          	17	7807939	7815019	33	0.384344
AC-V09-Tumor-SM-9J463          	17	7818975	8079606	235	0.000000
AC-V09-Tumor-SM-9J463          	17	8108364	8111160	13	-0.424266
AC-V09-Tumor-SM-9J463          	17	8131639	8135547	17	0.418004
AC-V09-Tumor-SM-9J463          	17	8136352	10346846	528	0.000000
AC-V09-Tumor-SM-9J463          	17	10348018	10357204	29	-0.799382
AC-V09-Tumor-SM-9J463          	17	10358129	10544691	223	0.000000
AC-V09-Tumor-SM-9J463          	17	10545629	10558383	26	-0.359883
AC-V09-Tumor-SM-9J463          	17	10584572	18233987	1152	0.000000
AC-V09-Tumor-SM-9J463          	17	18236604	18259297	22	-0.344618
AC-V09-Tumor-SM-9J463          	17	18566601	26715558	679	0.000000
AC-V09-Tumor-SM-9J463          	17	26723045	26881515	55	0.350685
AC-V09-Tumor-SM-9J463          	17	26882081	26898216	19	0.000000
AC-V09-Tumor-SM-9J463          	17	26900641	26911765	35	0.467515
AC-V09-Tumor-SM-9J463          	17	26912235	26938271	23	0.000000
AC-V09-Tumor-SM-9J463          	17	26938815	26942818	19	0.536595
AC-V09-Tumor-SM-9J463          	17	26943217	27025050	135	0.000000
AC-V09-Tumor-SM-9J463          	17	27026913	27044014	26	0.422633
AC-V09-Tumor-SM-9J463          	17	27044726	27050509	15	0.000000
AC-V09-Tumor-SM-9J463          	17	27050660	27053826	11	0.359687
AC-V09-Tumor-SM-9J463          	17	27055880	38955253	3146	0.000000
AC-V09-Tumor-SM-9J463          	17	38956147	38978839	14	0.693151
AC-V09-Tumor-SM-9J463          	17	38991547	39767755	226	0.000000
AC-V09-Tumor-SM-9J463          	17	39767975	39846443	18	0.408611
AC-V09-Tumor-SM-9J463          	17	39871901	40652943	496	0.000000
AC-V09-Tumor-SM-9J463          	17	40659647	40672679	11	0.749511
AC-V09-Tumor-SM-9J463          	17	40689565	46608268	1913	0.000000
AC-V09-Tumor-SM-9J463          	17	46621111	46657309	17	0.514481
AC-V09-Tumor-SM-9J463          	17	46669820	48274033	523	0.000000
AC-V09-Tumor-SM-9J463          	17	48274426	48356671	20	0.522701
AC-V09-Tumor-SM-9J463          	17	48431485	56052263	799	0.000000
AC-V09-Tumor-SM-9J463          	17	56056676	56166642	17	0.505479
AC-V09-Tumor-SM-9J463          	17	56233449	61902099	1478	0.000000
AC-V09-Tumor-SM-9J463          	17	61902291	61910530	29	0.491977
AC-V09-Tumor-SM-9J463          	17	61910780	62082735	91	0.000000
AC-V09-Tumor-SM-9J463          	17	62122287	62238295	49	0.485323
AC-V09-Tumor-SM-9J463          	17	62248561	62493088	45	0.000000
AC-V09-Tumor-SM-9J463          	17	62496446	62510476	30	0.555773
AC-V09-Tumor-SM-9J463          	17	62512946	66449135	636	0.000000
AC-V09-Tumor-SM-9J463          	17	66511719	66537124	28	0.562905
AC-V09-Tumor-SM-9J463          	17	66548094	67075217	161	0.000000
AC-V09-Tumor-SM-9J463          	17	67079156	67087405	17	0.408219
AC-V09-Tumor-SM-9J463          	17	67092944	72759661	427	0.000000
AC-V09-Tumor-SM-9J463          	17	72763117	72769180	15	0.355382
AC-V09-Tumor-SM-9J463          	17	72769829	73234472	271	0.000000
AC-V09-Tumor-SM-9J463          	17	73234845	73239249	20	0.555186
AC-V09-Tumor-SM-9J463          	17	73239653	73265550	20	0.000000
AC-V09-Tumor-SM-9J463          	17	73266278	73322103	20	-0.312916
AC-V09-Tumor-SM-9J463          	17	73328880	73667945	281	0.000000
AC-V09-Tumor-SM-9J463          	17	73686852	73702603	12	0.549119
AC-V09-Tumor-SM-9J463          	17	73720864	73831989	157	0.000000
AC-V09-Tumor-SM-9J463          	17	73832192	73840420	25	-0.395303
AC-V09-Tumor-SM-9J463          	17	73842870	76968788	937	0.000000
AC-V09-Tumor-SM-9J463          	17	76969306	77044172	25	0.434638
AC-V09-Tumor-SM-9J463          	17	77073581	81188180	1594	0.000000
AC-V09-Tumor-SM-9J463          	18	331666	3215221	172	0.000000
AC-V09-Tumor-SM-9J463          	18	3253428	3457940	19	0.419569
AC-V09-Tumor-SM-9J463          	18	3502645	47788591	3220	0.000000
AC-V09-Tumor-SM-9J463          	18	47792776	47809111	39	0.472994
AC-V09-Tumor-SM-9J463          	18	47809378	61310816	985	0.000000
AC-V09-Tumor-SM-9J463          	18	61324063	61328452	11	0.699022
AC-V09-Tumor-SM-9J463          	18	61387246	77108198	566	0.000000
AC-V09-Tumor-SM-9J463          	19	66499	77345	11	0.443444
AC-V09-Tumor-SM-9J463          	19	287753	2214597	1046	0.000000
AC-V09-Tumor-SM-9J463          	19	2216766	2252797	61	1.257534
AC-V09-Tumor-SM-9J463          	19	2254302	2422247	70	0.692955
AC-V09-Tumor-SM-9J463          	19	2425267	3019771	212	1.501761
AC-V09-Tumor-SM-9J463          	19	3028804	3496814	122	6.000000
AC-V09-Tumor-SM-9J463          	19	3523058	3980066	345	0.000000
AC-V09-Tumor-SM-9J463          	19	3980709	3983291	14	0.845988
AC-V09-Tumor-SM-9J463          	19	3984350	6396558	845	0.000000
AC-V09-Tumor-SM-9J463          	19	6415133	6422447	28	0.303131
AC-V09-Tumor-SM-9J463          	19	6426572	8503432	934	0.000000
AC-V09-Tumor-SM-9J463          	19	8520460	8553740	21	0.431507
AC-V09-Tumor-SM-9J463          	19	8555110	8987334	154	0.000000
AC-V09-Tumor-SM-9J463          	19	8994209	9006411	36	0.351076
AC-V09-Tumor-SM-9J463          	19	9007552	9012535	17	0.000000
AC-V09-Tumor-SM-9J463          	19	9012902	9020832	17	0.361057
AC-V09-Tumor-SM-9J463          	19	9021184	10787988	871	0.000000
AC-V09-Tumor-SM-9J463          	19	10789382	10800307	32	0.577495
AC-V09-Tumor-SM-9J463          	19	10812381	11030644	106	0.000000
